Chinese,Fitted
"美国海军陆战队","united states"
"纽约时装周","united states"
"美国赤颈凫","united states"
"美式足球联赛","united states"
"美国五十美元","united states"
"Jedediah Smith Redwoods State Park","united states"
"美国海军","united states"
"西美战争","united states"
"美国效忠宣誓","united states"
"Briarcliff Manor","united states"
"Courthouse Towers","united states"
"易洛魁族","united states"
"50美元纸币","united states"
"10美元纸币","united states"
"Louis Jordan","united states"
"马里波萨谷巨杉林","united states"
"锡安隘口","united states"
"新娘面纱瀑布（优胜美地）","united states"
"桑塔芭芭拉海峡","united states"
"新奥尔良狂欢节","united states"
"加利福尼亚蛇王","united states"
"华尔街日报","united states"
"Michael Jackson","united states"
"路易斯安娜湖滑雪区","united states"
"塞文山区","united kingdom"
"英国小猎犬","united kingdom"
"英国国教","united kingdom"
"伦敦时装周","united kingdom"
"Dartmoor","united kingdom"
"布里斯托尔海渠","united kingdom"
"Jane Seymour","united kingdom"
"电视记者","TV Reporter"
"长牙","Tusk"
"圆高领","Turtleneck"
"转弯指示灯","turn signal"
"土耳其清咖啡","Turkish Coffee"
"土耳其人","turkey"
"土耳其里拉","turkey"
"土耳其式咖啡壶","turkey"
"土耳其国旗","turkey"
"薄纱网","Tulle Netting"
"抹胸裙","tube dress"
"绊脚","trip"
"荡秋千演员","Trapeze Artist"
"列车内部","Train Interior"
"道路信号灯","traffic light"
"路锥","Traffic Cone"
"跟拍镜头","tracking shot"
"玩具交通工具","Toy Vehicle"
"拖运卡车","tow truck"
"压脉器","Tourniquet"
"托特包","Tote Bag"
"豆皮","tofu skin"
"吐司烤炉","Toaster Oven"
"一寸光阴一寸金","Time is Money"
"瓦","Tile"
"检票机","Ticket Machine"
"油门","Throttle"
"谢谢","thank you"
"纺织补丁","Textile Patch"
"试车","Test Drive"
"毛圈布","terry cloth"
"帐篷栓","Tent Peg"
"网球装","Tennis Outfit"
"温带的花","Temperate Flower"
"电视摄像机","Television Camera"
"屈膝旋转滑雪","Telemark Skiing"
"青少年怀孕","teenage pregnancy"
"茶园","tea plantation"
"计程车车站","Taxi Stand"
"油布","Tarpaulin"
"打靶","Target Shooting"
"胶带座","Tape Dispenser"
"台湾文化","Taiwanese Culture"
"后背箱聚会","Tailgate Party"
"宽意大利面条","Tagliatelle"
"合成器波风格","Synthwave Style"
"花样游泳","synchronized swimming"
"糖醋菜式","Sweet And Sour Dish"
"手术灯","Surgical Light"
"圣代","sundae"
"动物玩偶","stuffed animal"
"麦茬","stubble"
"大力士","Strongman"
"压力测试","Stress Test"
"路名标志","Street Name Sign"
"阿曼海峡","Strait Of Hormuz"
"商店标志","Store Sign"
"商店","Store"
"赃物","stolen goods"
"搅棒","stirring rod"
"蒸汽船","Steamboat"
"鞑靼牛肉","steak tartare"
"集邮","stamp collecting"
"彩色玻璃","Stained Glass"
"舞台化妆","stage makeup"
"非法占用房","squatting"
"运动外套","sports jacket"
"吐口水","Spitting"
"灵歌","spiritual"
"螺旋记事本","Spiral Notebook"
"小穗","spikelet"
"非礼勿说","Speak no Evil"
"南欧血统","Southern European Descent"
"番荔枝","Soursop"
"汤盆","Soup Bowl"
"对不起","sorry"
"宋谷帽","Songkok"
"翻筋斗","Somersault"
"脚掌","Sole Of Foot"
"太阳能盘","Solar Panel"
"湿透","soaked"
"浸渍","soak"
"雪水","snowmelt"
"军鼓","Snare Drum"
"平舒","Smooth"
"卧谈会","Slumber Party"
"空降运动","Skydiving"
"仅天空","Sky Only"
"浅水冲浪板","Skimboard"
"钢架雪车","skeleton sled"
"静坐","sit-in"
"一次性使用","Single-Use"
"侧平板式","Side Plank Pose"
"配菜","Side Dish"
"沐浴露","Shower Gel"
"实心球","Shot Put"
"短毛猫","Shorthair Cat"
"身材矮小","short stature"
"短夹克","short jacket"
"船桥","Ship's Bridge"
"近海岸牧羊犬","Shetland Sheepdog"
"三角板","Set Square"
"仆人","servant"
"手旗","Semaphore Flag"
"自我诊断","Self-diagnosis"
"选择砍伐","selective logging"
"警卫人员","security personnel"
"海床","seabed"
"海洋皮划艇","Sea Kayaking"
"海笋","sea cucumber"
"司康","Scone"
"科学成像技术","Scientific Imaging Technique"
"髯犬","Schnauzer"
"肩胛骨","Scapula"
"卫星天线","Satellite Dish"
"沙土障碍","Sand Trap"
"沙坑","Sand Trap"
"达利","salvador dalí"
"骶区","Sacral Region"
"农村人口减少","Rural Depopulation"
"双手摩擦","Rubbing Hands Together"
"旋转卡片目录","rotary card file"
"玫瑰公园","Rose Garden"
"绳栏","rope barrier"
"机器人吸尘器","Robotic Vacuum Cleaner"
"机械手臂","Robotic Arm"
"烤牛肉","Roast Beef"
"道路工程","Road Construction"
"仪式化妆","ritual makeup"
"女骑装","Riding Habit"
"糯米纸","rice paper"
"米粉","Rice Noodles"
"修版","retouch"
"退职","Retirement"
"成绩单","report card"
"遣返","repatriation"
"蒲苇","reed"
"紫甘蓝","Red Cabbage"
"废旧物回收中心","Recycling Center"
"招聘人员","Recruiter"
"收银条","Receipt"
"长发公主","rapunzel"
"湍急的","rapid"
"土耳其白酒","Raki"
"五彩红尾鹦鹉","Rainbow Lorikeet"
"布偶猫","Ragdoll Cat"
"桡骨","Radius Bone"
"放射疗法","Radiotherapy"
"种族隔离","racial segregation"
"汽车赛道","racetrack"
"鹅毛笔","Quill Pen"
"王后软体动物","Queen Conch"
"大蟒蛇","python"
"普虚卡骆驼集市","Pushkar Camel Fair"
"推进式除草机","Push Mower"
"紫色的眼影","Purple Eyeshadow"
"用篙撑船","Punting"
"拳击袋","Punching Bag"
"哈叭狗","Pug"
"脸颊膨起","Puffed Cheeks"
"播音系统","Public Address System"
"修枝夹","Pruning Shears"
"新教","Protestantism"
"保护项圈","Protective Collar"
"起诉","prosecution"
"普罗赛柯起泡酒","Prosecco"
"宣传","Propaganda"
"投影贴图","projection mapping"
"印刷厂","Printing Plant"
"预防保健","Preventive Healthcare"
"假装戴眼镜","Pretending to Wear Glasses"
"总统选举","Presidential Election"
"史前时代","Prehistoric Era"
"粉饼","Powder Compact"
"流动厕所","Portable Toilet"
"雪花肉","Pork Belly"
"浮桥","Pontoon Bridge"
"平尾鲹","Pompano"
"马球棒","Polo Mallet"
"指示棒","pointer"
"加号","Plus Sign"
"梅花","Plum Blossom"
"台地","Plateau"
"植物属性","Plant Attribute"
"行星月亮","Planetary Moon"
"席次牌","Place Card"
"精灵短发","Pixie Cut"
"琵琶","Pipa"
"松果","Pine Cone"
"背带裙","Pinafore Dress"
"钉垫","Pin Cushion"
"打枕头仗","Pillow Fight"
"朝拜者","Pilgrim"
"小猪","Piglet"
"综合验光仪","Phoropter"
"宠物包","Pet Carrier"
"病虫害防治机具","Pest Control Equipment"
"害虫","Pest"
"性格","personality"
"永久标记","permanent marker"
"打击器","Percussion Instrument"
"胡椒牛肝菌","Peppery Bolete"
"胡椒","pepper"
"像坠","Pendant"
"山梨树","Pear Tree"
"拼接","Patchwork"
"斑块","patch"
"存折","passbook"
"快乐拉炮","Party Popper"
"隔","partition"
"残奥会","paralympic games"
"双杠","parallel bars"
"拖引式降落伞运动","Paragliding"
"游行","Parade"
"碎纸机","paper shredder"
"木瓜","Papaya"
"喷漆枪","Paint Spray Gun"
"氧气瓶","Oxygen Tank"
"行车天桥","overpass"
"烤炉手套","Oven Mitt"
"户外用餐","Outdoor Dining"
"爆发","outbreak"
"奥茨山谷阿尔卑斯","Ötztal Alps"
"日式新年菜","osechi ryori"
"奥普沃","Opuwo"
"观剧镜","Opera Glasses"
"洋葱顶","onion dome"
"一人乐队","One-Man Band"
"单腿鸽王式","One-Legged King Pigeon Pose"
"颜色深浅渐进的发型","Ombre Hairstyle"
"旧约书","Old Testament"
"换油","Oil Change"
"工作派对","Office Party"
"办公楼外观","Office Building Exterior"
"越野赛车","Off-Road Racing"
"关东煮","oden"
"宣誓","Oath"
"橡树叶","Oak Leaf"
"34号","number 34"
"18号","number 18"
"1000号","number 1000"
"新手","novice"
"公证人","notary"
"黑斑狗鱼","Northern Pike"
"北欧血统","Northern European Descent"
"北美歌雀","North America"
"北非城堡","North Africa"
"北非部落","North Africa"
"诺福克猎狐犬","norfolk terrier"
"持杖健走","Nordic Walking"
"国家草场","National Grassland"
"午睡","nap"
"纳米技术","Nanotechnology"
"美甲店","Nail Salon"
"馕饼","Naan Bread"
"抢位子游戏","musical chairs"
"热甜红酒","Mulled Wine"
"粘液","Mucus"
"哨嘴","Mouthpiece"
"山式瑜珈姿势","Mountain Pose"
"越野自行车","Mountain Bike"
"机油","Motor Oil"
"装摩西的篮子","Moses Basket"
"单色的衣服","Monochrome Clothing"
"蒙古人","mongolia"
"蒙古式滑雪","mongolia"
"分子","Molecule"
"手机基站","Mobile Phone Base Station"
"复合媒材","Mixed Media"
"厄运","Misfortune"
"思维导图","Mind Map"
"千禧粉","Millennial Pink"
"极昼","Midnight Sun"
"超细纤维","microfiber"
"房间夹层","Mezzanine"
"公制","metric system"
"乱发","messy hair"
"莫尔乐葡萄","Merlot Grape"
"犹太烛台","Menorah"
"半月状软骨","Meniscus"
"男装","Men's clothing"
"调解","Mediation"
"蜉蝣","mayfly"
"数学函数","Mathematical Function"
"配套服装","Matching Outfits"
"格斗运动事件","Martial Arts Event"
"大麻烟卷","Marijuana Joint"
"玛格丽特","Margarita"
"马拉松号码布","marathon bib"
"芒果","mango"
"男性标志","male symbol"
"化妆包","makeup bag"
"主要海洋","Major Ocean"
"魔法装备","Magical Equipment"
"圣母百合","madonna lily"
"芝士通心粉","Macaroni and Cheese"
"通心粉管","Macaroni"
"统治者死后的遗体瞻仰期","Lying In State"
"豪华游艇","Luxury Yacht"
"腰椎","lumbar vertebra"
"行李车","Luggage Cart"
"腰痛","Lower Back Pain"
"低视角","Low Angle View"
"双人小沙发","Loveseat"
"趺坐姿","Lotus Position"
"向上看","Looking Up"
"往下看","Looking Down"
"长尾船","Longtail Boat"
"长毛猫","Longhair Cat"
"大弓","Longbow"
"楣梁","Lintel"
"亚麻","Linen"
"百合科","Lily Family"
"英文字母Z","Letter Z"
"英文字母Y","letter y"
"英文字母X","Letter X"
"英文字母W","letter w"
"英文字母T","Letter T"
"英文字母S","Letter S"
"英文字母N","letter n"
"英文字母M","letter m"
"英文字母K","letter k"
"英文字母I","letter i"
"英文字母H","letter h"
"英文字母G","letter g"
"英文字母D","Letter D"
"英文字母C","Letter C"
"皮鲈鱼","Leather Bass"
"铺设花圈","Laying a Wreath"
"洗衣粉","Laundry Detergent"
"最后","Last"
"地主","landlord"
"正义女神","Lady Justice"
"拉布拉多贵宾犬","Labradoodle"
"贴标签","Label"
"朝鲜民族","Korean Ethnicity"
"毛织帽","Knit Hat"
"成功的关键","Key To Success"
"仁","kernel"
"哈萨克民族","Kazakh Ethnicity"
"炸猪排盖饭","katsudon"
"日式鱼糕","kamaboko"
"皱叶甘蓝","Kale"
"韩国流行音乐","K-pop"
"废旧汽车场","Junkyard"
"杂耍棒","juggling club"
"颠球","Juggling"
"法官服","Judge's Robe"
"珠宝店","Jewelry Store"
"弄臣","Jester"
"牛仔打底裤","Jeggings"
"小灵狗","Jack Russell Terrier"
"铁人赛","Ironman Triathlon"
"蝴蝶花","iris"
"伊朗国旗","Iranian Flag"
"审问","Interrogation"
"互联网机器人","Internet Bot"
"牙间隙牙刷","interdental brush"
"城际车","Intercity Train"
"乐器盒","Instrument Case"
"杀虫剂","Insecticide"
"水墨画","Ink Wash Painting"
"浸泡油","Infused Oil"
"红外体温枪","Infrared Thermometer"
"信息高速公路","Information Superhighway"
"土著人","indigenous people"
"包涵体","inclusion"
"香熏炉","incense burner"
"不平衡","Imbalance"
"美洲鬣蜥属","Iguana"
"冰草","ice plant"
"冰袋","Ice Pack"
"冰球","Ice Hockey"
"奶油淇淋","Ice Cream"
"冰镐","Ice Axe"
"破冰镐","Ice Axe"
"拔刀术","iaijutsu"
"赞美诗书","hymnal"
"水治疗法","Hydrotherapy"
"水按摩","Hydrotherapy"
"水电站","Hydroelectric Power Station"
"水利工程","Hydraulic Engineering"
"人类性行为","Human Sexual Behavior"
"空中滑板","Hoverboard"
"跳房子游戏","Hopscotch"
"流氓","Hooligan"
"白兰瓜","Honeydew Melon"
"蜂蜜汲取器","honey dipper"
"对同性恋的憎恶或恐惧","homophobia"
"主页","Homepage"
"HOME键","Home Key"
"历史重现","Historical Reenactment"
"河马","Hippopotamus"
"文艺复兴全盛时期","high renaissance"
"高飞","High Jump"
"高视角","High Angle View"
"虹膜异色症","heterochromia"
"草食","herbivore"
"直升机滑雪","Heli-Skiing"
"原种蕃茄","Heirloom Tomato"
"听力测验","Hearing Test"
"非礼勿听","Hear no Evil"
"手帕系头上","Headscarf"
"榛子树","Hazel Tree"
"恨","Hate"
"孵化","Hatching"
"口风琴","Harmonica"
"灯笼裤","Harem Pants"
"手捂耳","Hands Covering Ears"
"手铃","Handbell"
"手放在心口","Hand On Heart"
"火腿典当","ham hock"
"挂颈衣","Halter Top"
"发卡","Hairpin"
"发圈","hair tie"
"发束","hair tie"
"发胶","Hair Gel"
"头发定型剂","Hair Gel"
"陀螺仪","gyroscope"
"口香糖球","gumball"
"研磨咖啡","Ground Coffee"
"格劳乔·马克思式装扮","groucho marx disguise"
"格栅","grille"
"温室气体","Greenhouse Gas"
"绿西红柿","Green Tomato"
"煎茶","Green Tea"
"绿化带","green belt"
"希腊正教","Greek Orthodox"
"大鹞鱼","Great Barracuda"
"草地球场","Grass Court"
"谷物升降仓","Grain Elevator"
"哥特摇滚","Gothic Rock"
"鹅莓","Gooseberry"
"捞金鱼","goldfish scooping"
"黄金贵宾犬","Golden Retriever"
"金牙","Gold Tooth"
"枸杞","goji berry"
"球门柱","Goal Post"
"闷闷不乐","gloomy"
"礼品包","gift wrap"
"巨型龟","Giant Tortoise"
"废城","Ghost Town"
"德国短毛犬","german shorthaired pointer"
"地质公园","Geopark"
"网格球顶","Geodesic Dome"
"性别标志","Gender Symbol"
"指甲油胶","Gel Nail Polish"
"男同性恋者","Gay Man"
"高卓牛仔","Gaucho"
"汽油桶","Gas Can"
"大鹏金翅鸟迦楼罗","garuda"
"装饰菜","Garnish"
"冈斯特说唱乐","Gangsta Rap"
"有奖电视大赛主持人","game show host"
"口枷","Gag"
"家具店","Furniture Store"
"哈哈镜","fun house mirror"
"吊竹梅","fuchsia"
"水果摊","fruit stand"
"摊鸡蛋","Fried Egg"
"自由选择动作","freestyle"
"罚球","Free Throw"
"自由潜水","Free Diving"
"四柱床","Four-Poster Bed"
"签语饼","fortune cookie"
"垒","fortress"
"强卫","fortification"
"以前的","Former"
"勿忧我","Forget-Me-Not"
"林地地表","Forest Floor"
"橄榄球运动员","football player"
"脚","Foot"
"桌上足球","Foosball"
"餐车","Food Truck"
"食品机","Food Processor"
"焚风","Foehn Wind"
"泡沫","foam"
"花科植物","Flowering Plant"
"闪卡","Flash Card"
"费兹","fizz"
"鱼贩","Fish Vendor"
"鱼钩","fish hook"
"火龙草","Fireweed"
"女性标志","female symbol"
"人造毛皮","faux fur"
"纽约时装技术学院","fashion institute of technology"
"著名景点","famous landmark"
"家谱","Family Tree"
"利用鹰打猎","Falconry"
"护肤膜","facial mask"
"洗面奶","Facial Cleanser"
"眉毛钳","Eyebrow Tweezers"
"眉钉","Eyebrow Piercing"
"优质初榨橄榄油","Extra Virgin Olive Oil"
"扩展线","Extension Cord"
"扩张","Expansion"
"去死皮","Exfoliation"
"晚礼服","Evening Gown"
"欧盟旗","European Union Flag"
"法式蜗牛","Escargot"
"马术帽","Equestrian Helmet"
"骑马的事件","Equestrian Event"
"表皮寄生菌","Epiphyte"
"招生","Enrollment"
"绿玉","emerald"
"榆树","Elm Tree"
"电声音乐","Electronic Music"
"电表","Electric Meter"
"食用菌","Edible Mushroom"
"景天科拟石莲花属植物","Echeveria"
"檐口","Eaves"
"东欧血统","Eastern European Descent"
"地球日","Earth Day"
"侏儒人","dwarf"
"圆筒行李袋","Duffel Bag"
"小鸭子","Duckling"
"滴瓶","Dropper"
"钻孔机附件","Drill Attachment"
"演练","Drill"
"干燥食品","Dried Food"
"束口袋","drawstring bag"
"排水口","Drain"
"拖拽","Drag"
"首付款","Down Payment"
"琼斯工业平均指数","dow jones industrial average"
"两对男女一起约会","double date"
"看门人","doorman"
"门环","Door Knocker"
"家政服务员","domestic worker"
"半圆顶","dome"
"玩具屋","Dollhouse"
"无国界医生","Doctors Without Borders"
"金贝鼓","Djembe"
"潜水挡板","Diving Board"
"仿旧磨损的斜纹布","Distressed Denim"
"蒸馏塔","distillation tower"
"距离标记","Distance Marker"
"洗洁精","Dishwashing Liquid"
"碟刷","Dish Brush"
"菱形花纹","Diamond Pattern"
"警探","Detective"
"皮肤填充剂","Dermal Filler"
"牙医椅","dental chair"
"拆除","demolition"
"防守的球员","defensive player"
"蝶古巴特艺术拼贴","decoupage"
"谢绝","decline"
"仪表盘","dashboard"
"舞蹈团","Dance Troupe"
"纺织娘","damselfly"
"雏菊族","Daisy Family"
"窗帘结","Curtain Tie"
"咖喱香肠","curry sausage"
"耕地","Cultivated Land"
"球杆","cue stick"
"CT检查","ct scan"
"废纸团","Crumpled Paper"
"茼蒿菊","crown daisy"
"乌鸦势","Crow Pose"
"对眼","Cross-Eyed"
"露脐裤","Crop Top"
"犯罪片","Crime Film"
"卷丹","crassula"
"假人撞击测试","Crash Test Dummy"
"撞车地点","Crash Site"
"越橘","Cranberry"
"心肺复苏模型人","cpr dummy"
"牛面式","Cow Face Pose"
"捂眼睛","cover eyes"
"波纹马口铁","corrugated tin"
"瓶塞钻","Corkscrew"
"奶油饼干冰淇淋","cookies and cream ice cream"
"隐形眼镜","Contact Lens"
