"young abstract","Abstract"
"ozeane","#N/A"
"bietet","#N/A"
"ecclesiastic","#N/A"
"bluten","#N/A"
"frankness","#N/A"
"vents","#N/A"
"unfurl","#N/A"
"thymus","#N/A"
"biologic","#N/A"
"guild","#N/A"
"bludgeon","#N/A"
"verein","#N/A"
"hobby club","#N/A"
"provenance","#N/A"
"herkunft","#N/A"
"nativeness","#N/A"
"ortho","#N/A"
"hurtful","#N/A"
"achy","#N/A"
"flier","#N/A"
"handout","#N/A"
"corteges","#N/A"
"parkland","#N/A"
"augarten","#N/A"
"parkett","#N/A"
"subscriber","#N/A"
"involvement","#N/A"
"avocation","#N/A"
"hooby","#N/A"
"harrastus","#N/A"
"home hobby","#N/A"
"leisure pursuit","#N/A"
"footways","#N/A"
"republik","#N/A"
"republica","#N/A"
"republiek","#N/A"
"waver","#N/A"
"dither","#N/A"
"easy pay","#N/A"
"restfully","#N/A"
"campesinos","#N/A"
"gatherers","#N/A"
"foragers","#N/A"
"exemplary","#N/A"
"primitve","#N/A"
"primal","#N/A"
"singt","#N/A"
"disabled person","#N/A"
"sideviews","#N/A"
"mascota","#N/A"
"pharmaceutics","#N/A"
"contemplator","#N/A"
"xerox","#N/A"
"tweeze","#N/A"
"pflucken","#N/A"
"cochinos","#N/A"
"nodule","#N/A"
"pastille","#N/A"
"sown","#N/A"
"jacaranda mimosifolia","#N/A"
"impish","#N/A"
"roguish","#N/A"
"prankish","#N/A"
"frolic","#N/A"
"spielen","#N/A"
"spielt","#N/A"
"messing around","#N/A"
"goofing off","#N/A"
"romeo and juliet","#N/A"
"frolick","#N/A"
"congenially","#N/A"
"gratifying","#N/A"
"gratified","#N/A"
"quenching","#N/A"
"happy about","#N/A"
"please pleased","#N/A"
"erfreut","#N/A"
"dissatisfy","#N/A"
"plentiful","#N/A"
"bountiful","#N/A"
"copious","#N/A"
"punta","#N/A"
"intoxication","#N/A"
"toxicosis","#N/A"
"burnish","#N/A"
"furbish","#N/A"
"fecundation","#N/A"
"deprived","#N/A"
"necessitous","#N/A"
"communal","#N/A"
"decentralized","#N/A"
"co-op","#N/A"
"strictly positive","#N/A"
"positiv","#N/A"
"positiivinen","#N/A"
"prospect","#N/A"
"for rent","#N/A"
"pilings","#N/A"
"reticule","#N/A"
"harjoitella","#N/A"
"harjoitus","#N/A"
"harjoittelee","#N/A"
"uebt","#N/A"
"foetal","#N/A"
"preparatory","#N/A"
"sustain","#N/A"
"uphold","#N/A"
"sustaining","#N/A"
"platted","#N/A"
"hitch","#N/A"
"formalities","#N/A"
"parturition","#N/A"
"industrialist","#N/A"
"fruitful","#N/A"
"berufe","#N/A"
"repatriate","#N/A"
"afoot","#N/A"
"propelling","#N/A"
"projekte","#N/A"
"khutor","#N/A"
"yank","#N/A"
"perforator","#N/A"
"timeliness","#N/A"
"contextualized","#N/A"
"interrogative","#N/A"
"invites","#N/A"
"should i or shouldnt i","#N/A"
"walkie talkie radios","#N/A"
"upraised","#N/A"
"expanded","#N/A"
"erhoben","#N/A"
"without retouching","#N/A"
"responding","#N/A"
"reactive","#N/A"
"reflexes","#N/A"
"lesendes","#N/A"
"liest","#N/A"
"pre keyed","#N/A"
"truly","#N/A"
"evoke","#N/A"
"rehabilitating","#N/A"
"reenaction","#N/A"
"downsizing","#N/A"
"minimisation","#N/A"
"regenerate","#N/A"
"modernizing","#N/A"
"revamping","#N/A"
"fluechtlinge","#N/A"
"fluchtlinge","#N/A"
"jilted","#N/A"
"turned away","#N/A"
"negation","#N/A"
"reproval","#N/A"
"exulting","#N/A"
"kinship","#N/A"
"unfasten","#N/A"
"paschal","#N/A"
"sravanmahotsav","#N/A"
"naraka chaturdashi","#N/A"
"bhoot chaturdashi","#N/A"
"crucifixes","#N/A"
"telecommuter","#N/A"
"pull out","#N/A"
"evicted","#N/A"
"uprooting","#N/A"
"dispossessed","#N/A"
"ejection","#N/A"
"eject","#N/A"
"redecorating","#N/A"
"remodelling","#N/A"
"bolshevik","#N/A"
"loyer","#N/A"
"revitalised","#N/A"
"mends","#N/A"
"restores","#N/A"
"clones","#N/A"
"soliciting","#N/A"
"reticent","#N/A"
"abode","#N/A"
"windproof","#N/A"
"amenities","#N/A"
"reverent","#N/A"
"respectability","#N/A"
"reverential","#N/A"
"lordliness","#N/A"
"liable","#N/A"
"wellslept","#N/A"
"ruhen","#N/A"
"footrests","#N/A"
"restive","#N/A"
"limitations","#N/A"
"consequences","#N/A"
"outcomes","#N/A"
"repurposing","#N/A"
"hitch hike","#N/A"
"corrugations","#N/A"
"arising","#N/A"
"teeter","#N/A"
"fels","#N/A"
"hardrock","#N/A"
"mice","#N/A"
"resolved","#N/A"
"revolved","#N/A"
"dreht","#N/A"
"revolves","#N/A"
"frugal","#N/A"
"moneysaving","#N/A"
"theorem","#N/A"
"regla","#N/A"
"herrschaftszeit","#N/A"
"sparsam","#N/A"
"caipira","#N/A"
"downcast","#N/A"
"unhappily","#N/A"
"crestfallen","#N/A"
"drearily","#N/A"
"forlornly","#N/A"
"dervish","#N/A"
"boatswain","#N/A"
"vends","#N/A"
"complacency","#N/A"
"saving lives","#N/A"
"economizing","#N/A"
"hacksaw","#N/A"
"spied","#N/A"
"alt sax","#N/A"
"daunting","#N/A"
"timetables","#N/A"
"intended","#N/A"
"plotting","#N/A"
"conniving","#N/A"
"median nerve","#N/A"
"ciencias","#N/A"
"admonishing","#N/A"
"reprove","#N/A"
"gouge","#N/A"
"slyly","#N/A"
"clinched","#N/A"
"selfconfident","#N/A"
"protecting selves","#N/A"
"verkaufen","#N/A"
"partially clothed","#N/A"
"definition","#N/A"
"sniffer","#N/A"
"unplugged","#N/A"
"unplug","#N/A"
"uninvolved","#N/A"
"divides","#N/A"
"imbseries","#N/A"
"characteristics","#N/A"
"tyle","#N/A"
"lineament","#N/A"
"unsmilingly","#N/A"
"solemnity","#N/A"
"grimness","#N/A"
"severeness","#N/A"
"servi","#N/A"
"waitstaff","#N/A"
"ehealth","#N/A"
"sewn","#N/A"
"hovels","#N/A"
"dugout","#N/A"
"cabana","#N/A"
"hutte","#N/A"
"polishes","#N/A"
"quick deliver","#N/A"
"outrageous","#N/A"
"scandalous","#N/A"
"staggering","#N/A"
"negocios","#N/A"
"shortie","#N/A"
"motorshow","#N/A"
"vitrine","#N/A"
"uncovering","#N/A"
"expresando","#N/A"
"pathommachedi","#N/A"
"phowintaung","#N/A"
"powintaung","#N/A"
"timidness","#N/A"
"ladylike","#N/A"
"bashfulness","#N/A"
"abashed","#N/A"
"diffidence","#N/A"
"coyness","#N/A"
"sehenswuerdigkeiten","#N/A"
"sehenswurdigkeiten","#N/A"
"augury","#N/A"
"beckons","#N/A"
"witless","#N/A"
"foolisher","#N/A"
"daft","#N/A"
"dippy","#N/A"
"rudimentary","#N/A"
"easeful","#N/A"
"mens singles","#N/A"
"washbowl","#N/A"
"sitzen","#N/A"
"midden","#N/A"
"masterfully","#N/A"
"urbanscape","#N/A"
"drowsiness","#N/A"
"somnolence","#N/A"
"glides","#N/A"
"sagacious","#N/A"
"reek","#N/A"
"toothy grin","#N/A"
"sonrisa","#N/A"
"sourire","#N/A"
"senyum","#N/A"
"grinsen","#N/A"
"positive face","#N/A"
"naschkram","#N/A"
"verschneit","#N/A"
"snowtopped","#N/A"
"futsal","#N/A"
"carols","#N/A"
"choruses","#N/A"
"precocious","#N/A"
"tragend","#N/A"
"tooting","#N/A"
"bitterness","#N/A"
"citation","#N/A"
"referent","#N/A"
"keepsake","#N/A"
"momento","#N/A"
"passerby","#N/A"
"lookager","#N/A"
"voyeur","#N/A"
"passer by","#N/A"
"stargazer","#N/A"
"eyewitness","#N/A"
"bystander","#N/A"
"bystanders","#N/A"
"tach","#N/A"
"tempera","#N/A"
"cowlick","#N/A"
"spiritus","#N/A"
"schnapps","#N/A"
"slosh","#N/A"
"splat","#N/A"
"possessed","#N/A"
"yankees","#N/A"
"petanque","#N/A"
"propagation","#N/A"
"splay","#N/A"
"dispersal","#N/A"
"propagate","#N/A"
"strew","#N/A"
"espionage","#N/A"
"espionnage","#N/A"
"freshly squeezed","#N/A"
"crimped","#N/A"
"isotonic","#N/A"
"unflagging","#N/A"
"surefooted","#N/A"
"buehnen","#N/A"
"buhnen","#N/A"
"fase","#N/A"
"smudgy","#N/A"
"vega","#N/A"
"gawp","#N/A"
"celeb","#N/A"
"rock-star","#N/A"
"embark","#N/A"
"stemmed","#N/A"
"nothingness","#N/A"
"specifies","#N/A"
"stayinghome","#N/A"
"stringent","#N/A"
"contracture","#N/A"
"motionlessness","#N/A"
"petit point","#N/A"
"equii","#N/A"
"dalleh","#N/A"
"cessation","#N/A"
"discontinuation","#N/A"
"ceasing","#N/A"
"stoppage","#N/A"
"shopfronts","#N/A"
"fable","#N/A"
"conte","#N/A"
"erzahler","#N/A"
"bizarreness","#N/A"
"oddness","#N/A"
"creepily","#N/A"
"oddities","#N/A"
"uncannily","#N/A"
"reinforcing","#N/A"
"bravo","#N/A"
"yoho","#N/A"
"eureca","#N/A"
"anstrengend","#N/A"
"punches","#N/A"
"formidable","#N/A"
"sensational","#N/A"
"marches","#N/A"
"sturdy","#N/A"
"louder","#N/A"
"bolder","#N/A"
"typeset","#N/A"
"truss","#N/A"
"grade-schooler","#N/A"
"frosh","#N/A"
"studieren","#N/A"
"studium","#N/A"
"demograpic","#N/A"
"e-study","#N/A"
"flair","#N/A"
"funk","#N/A"
"swagger","#N/A"
"classyness","#N/A"
"classicism","#N/A"
"panache","#N/A"
"tyylilaji","#N/A"
"bossa","#N/A"
"fashionableness","#N/A"
"dressport","#N/A"
"festyle","#N/A"
"fashionably","#N/A"
"midsommar","#N/A"
"sonnenbad","#N/A"
"superheroine","#N/A"
"arsenal","#N/A"
"stupefied","#N/A"
"gobsmacked","#N/A"
"thunderstruck","#N/A"
"amidst","#N/A"
"eingehullt","#N/A"
"circa","#N/A"
"oscillate","#N/A"
"wobble","#N/A"
"transpiration","#N/A"
"tumb","#N/A"
"badende","#N/A"
"badender","#N/A"
"badendes","#N/A"
"teeter-totter","#N/A"
"netz","#N/A"
"netw","#N/A"
"subtracting","#N/A"
"nattering","#N/A"
"spiel","#N/A"
"supreme","#N/A"
"topmost","#N/A"
"sunbake","#N/A"
"tastily","#N/A"
"tore","#N/A"
"eyewater","#N/A"
"sarcastic","#N/A"
"taunting","#N/A"
"means","#N/A"
"step-by-step","#N/A"
"rfid","#N/A"
"incisor","#N/A"
"zahn","#N/A"
"telcom","#N/A"
"telekommunikation","#N/A"
"selftests","#N/A"
"tribulation","#N/A"
"fain","#N/A"
"thievery","#N/A"
"mugging","#N/A"
"holdup","#N/A"
"plunder","#N/A"
"plunderers","#N/A"
"denkt","#N/A"
"deliberation","#N/A"
"exhilarating","#N/A"
"hurl","#N/A"
"ligature","#N/A"
"hasta","#N/A"
"while away","#N/A"
"spitzen","#N/A"
"weariness","#N/A"
"esquire","#N/A"
"extractor","#N/A"
"gage","#N/A"
"potholder","#N/A"
"slicer","#N/A"
"buzz saw","#N/A"
"adze","#N/A"
"waistup","#N/A"
"oberkorper","#N/A"
"conserv","#N/A"
"conventionally","#N/A"
"trachten","#N/A"
"azubis","#N/A"
"domestication","#N/A"
"tragt","#N/A"
"hauls","#N/A"
"viajes","#N/A"
"viaggi","#N/A"
"endeavored","#N/A"
"travelpix","#N/A"
"behandlungen","#N/A"
"baobabs","#N/A"
"cypresses","#N/A"
"supertree","#N/A"
"stagger","#N/A"
"quaver","#N/A"
"fads","#N/A"
"upsetting","#N/A"
"worrisome","#N/A"
"woes","#N/A"
"perturbed","#N/A"
"unhinged","#N/A"
"trustful","#N/A"
"confiding","#N/A"
"drehen","#N/A"
"wringing","#N/A"
"wont","#N/A"
"skeptical","#N/A"
"sceptical","#N/A"
"dubious","#N/A"
"unsteady","#N/A"
"precarious","#N/A"
"questionable","#N/A"
"ambivalent","#N/A"
"sured","#N/A"
"irresolute","#N/A"
"rickety","#N/A"
"do not know","#N/A"
"embarrassing","#N/A"
"clumsy","#N/A"
"disquieted","#N/A"
"unsettled","#N/A"
"laid off","#N/A"
"federative","#N/A"
"particular","#N/A"
"exotically","#N/A"
"characterful","#N/A"
"unwed","#N/A"
"lamentable","#N/A"
"unconfident","#N/A"
"leinsure","#N/A"
"utilization","#N/A"
"vacacion","#N/A"
"vaction","#N/A"
"vacance","#N/A"
"vacay","#N/A"
"deserve","#N/A"
"chadoor","#N/A"
"greeny","#N/A"
"affirmation","#N/A"
"vertebrata","#N/A"
"teleconferencing","#N/A"
"cara","#N/A"
"fanny face","#N/A"
"puking","#N/A"
"barfing","#N/A"
"electorate","#N/A"
"warten","#N/A"
"wakening","#N/A"
"gangways","#N/A"
"go everywhere","#N/A"
"gallivanting","#N/A"
"garderobes","#N/A"
"wudhu","#N/A"
"squandering","#N/A"
"seen","#N/A"
"gewasser","#N/A"
"flusse","#N/A"
"fluesse","#N/A"
"hochzeiten","#N/A"
"schreit","#N/A"
"hospitable","#N/A"
"antillen","#N/A"
"caribbees","#N/A"
"psst","#N/A"
"fullbody","#N/A"
"blasinstrumente","#N/A"
"windowpanes","#N/A"
"vinification","#N/A"
"overcomer","#N/A"
"conqueror","#N/A"
"warlock","#N/A"
"madam","#N/A"
"signora","#N/A"
"tilady","#N/A"
"wonderment","#N/A"
"marvelling","#N/A"
"dado","#N/A"
"lumbermen","#N/A"
"azubi","#N/A"
"auszubildende","#N/A"
"farmhand","#N/A"
"teleoperator","#N/A"
"coolies","#N/A"
"berufstatig","#N/A"
"angestellt","#N/A"
"fretting","#N/A"
"betet","#N/A"
"lesions","#N/A"
"wove","#N/A"
"enfold","#N/A"
"copyist","#N/A"
"felt tips","#N/A"
"poetic","#N/A"
"bookish","#N/A"
"radiograph","#N/A"
"fluorography","#N/A"
"rontgen","#N/A"
"fluoroscopic","#N/A"
"raygraphie","#N/A"
"faden","#N/A"
"openmouthed","#N/A"
"dehnubungen","#N/A"
"setu bandha sarvangasana","#N/A"
"jugendlich","#N/A"
"joven","#N/A"
"yung","#N/A"
"jung jung","#N/A"
"buckshot","Ammunition"
"coney","Animal"
"tenement","apartment building"
"pintos","Bean"
"fukuro obi","Belt"
"quinsyberry","Berry"
"gimpel","Bird"
"gerfalcon","Bird of Prey"
"gerfalcons","Bird of Prey"
"logboat","boat"
"widebeam","boat"
"feluccas","boat"
"pedalo","boat"
"airboat","boat"
"pegging","Bondage"
"welly","Boot"
"simit","Bread"
"bannock","Bread"
"coaxial","Cable"
"cholla","Cactus"
"reggiano","Cheese"
"leghorn","chicken"
"leca","Clay"
"wraptop","Clothing"
"mao collars","Collar"
"kapa","fabric"
"lurex","fabric"
"peregrine","falcon"
"bonito","Fish"
"longline","Fishing Line"
"bluet","Flower"
"agaric","Fungus"
"snifter","glass"
"cabernet","Grape"
"switchgrass","Grass"
"prang","Gun"
"basecap","Hat"
"topis","Hat"
"horsebreed","Horse"
"softshell","Jacket"
"buckskin","Leather"
"romaine","Lettuce"
"dram","memory"
"muscovite","Mineral"
"scrambler","Motorcycle"
"short cruiser","Motorcycle"
"bolete","Mushroom"
"buckhorn","Plant"
"briar","Plant"
"melia","Plant"
"inkjet","printer"
"arborio","rice"
"bazooka","rocket launcher"
"schooners","Sailing Ship"
"karakul","Sheep"
"eth12","Technology"
"lateral flow","test"
"hickory","Tree"
"ombu","Tree"
"platanus","Tree"
"landcruiser","vehicle"
"drakkar","Viking Ship"
"yellowvirus","Virus"
"volcanite","Volcanic Rock"
"stratovolcanoes","Volcano"
"durum","Wheat"
"chardonnay","White Wine"
"rosewood","wood"
"wickiup","#N/A"
"cloverleaf","#N/A"
"eucalypts","#N/A"
"blurriness","blurry"
"ne person","no person"
"skillfulness","ability"
"atas","Above"
"truancy","Absence"
"misuse","Abuse"
"oppress","Abuse"
"accademia","academy"
"beancounter","accountant"
"emoting","acting"
"proceeding","action"
"hands on","active"
"out-and-about","active"
"out and about","active"
"alejandro solalinde","Activist"
"treehuggers","activists"
"freizeitaktivitaten","activities"
"ventures","activities"
"things to do","activities"
"extramural","activities"
"going for a walk","Activity"
"reenactors","actors"
"contribute","add"
"customizable","Adjustable"
"vzroslenija","adulthood"
"revolutionist","advocate"
"fiftyish","age"
"superannuated","aged"
"stale","aged"
"ager","aging"
"biodynamic","agricultural"
"airiness","airy"
"alcool","alcohol"
"drinker","alcoholic"
"watchful","alert"
"wakeful","alert"
"nontraditional","alternative"
"ambitiousness","ambition"
"ty milford","american"
"gflesch","american"
"craig","american"
"swot","analysis"
"cherubic","angelic"
"irate","angry"
"wolverine","Animal"
"ruminants","animals"
"proclaim","announce"
"irritable","annoyed"
"answerphone","Answering Machine"
"dama","Antelope"
"unsocial","antisocial"
"bedsit","Apartment"
"oomph","appeal"
"toothless smile","Appearance"
"antipasti","appetizers"
"multicooker","Appliance"
"pinafore","Apron"
"arco","arch"
"archeress","archer"
"kyudoka","archer"
"quarrelsome","Arguing"
"toff","aristocrat"
"yoroi","armor"
"chestpiece","armor"
"configuring","Arranging"
"cocky","arrogant"
"toplofty","arrogant"
"unnatural","Artificial"
"colourer","Artist"
"azsia","Asia"
"azsiai","Asia"
"appraising","assessment"
"auxilary","assisting"
"spacemen","astronauts"
"sportist","Athlete"
"heptathlete","Athlete"
"ambience","Atmosphere"
"bruteforce","attack"
"cyberattack","attack"
"strict outfit","attire"
"dishy","attractive"
"otomotif","automotive"
"snowslide","Avalanche"
"nurselings","babies"
"papoose","Baby Carrier"
"rebounder","backboard"
"bookbags","Backpack"
"salmonella","bacteria"
"carryall","Bag"
"holdall","Bag"
"sacko","Bag"
"orbs","balls"
"banda","band"
"armlet","band"
"yaowarat","Bangkok"
"home bank","Banking"
"haircutter","Barber"
"hordeum vulgare","Barley"
"raling","barrier"
"mikvah","bath"
"lashmaker","Beautician"
"prettiness","Beauty"
"beauteousness","Beauty"
"vespula","Bee"
"deportment","behavior"
"monotheism","belief"
"monotheistic","belief"
"deflection","Bending"
"curvature","Bending"
"cowberry","Berry"
"cycleway","bike lane"
"cycleride","bike ride"
"bluehen","Bird"
"biddy","Bird"
"frigatebird","Bird"
"tyto alba","Bird"
"broadbill","Bird"
"beissen","bite"
"darkened","black"
"unmarked","Blank"
"tapis","Blanket"
"eyeless","blind"
"beatitude","bliss"
"slowboat","boat"
"sibyl","body"
"jugal","Bone"
"jawbones","bones"
"crossbones","bones"
"collarbones","bones"
"boock","Book"
"perimeter","border"
"periphery","border"
"limbus","border"
"tedium","Boredom"
"tenpin","bowling"
"buben","Boys"
"plaiting","braiding"
"kangoo jumps","brand"
"fruglass","brand"
"pixart","brand"
"enjoyme","brand"
"activeslim","brand"
"enjo","brand"
"charming.tech","brand"
"cambio 2","brand"
"beretta","brand"
"reais","brazilian currency"
"focaccia","Bread"
"yufka","Bread"
"bazlama","Bread"
"brewer","Brewmaster"
"lucent","Bright"
"aglow","Bright"
"livestreaming","Broadcasting"
"brunett","brunette"
"pretty brunnette","brunette"
"soapsuds","bubbles"
"mikkyo","Buddhism"
"buddhistic","buddhist"
"shoestring","Budget"
"konstruieren","build"
"boatbuilder","builder"
"constructional","building"
"multistorey","building"
"roca rey","Bullfighter"
"papule","bump"
"fascicle","Bundle"
"faso","Burkina Faso"
"bussy","Buttocks"
"homebuyer","buyer"
"luncheonette","Cafe"
"untroubled","calm"
"even-tempered","calm"
"calmful","calm"
"quietening","calm"
"sedateness","calmness"
"dromedarius","Camel"
"hasselblad","camera"
"contax g2","camera"
"noh8","campaign"
"nouveau brunswick","Canada"
"metis","canadian"
"kanine","canine"
"dosen","cans"
"nicosia","capital"
"maseru","capital city"
"gelcap","capsule"
"lowrider","Car"
"flashcard","card"
"insouciant","Carefree"
"lightheartedly","Carefree"
"slob","Careless"
"caribe","Caribbean"
"antillaise","Caribbean"
"caraibes","Caribbean"
"solicitousness","caring"
"whittle","carve"
"whittling","carving"
"bovini","Cattle"
"prudence","caution"
"troglodyte","Cave Dweller"
"cedarfest","Celebration"
"midway","center"
"fetters","chains"
"zikr","Chanting"
"panemonium","Chaos"
"turbulent","chaotic"
"james bond","character"
"captivating","Charming"
"quaint","Charming"
"casualtalking","chat"
"tchat","chat"
"gaily","Cheerful"
"taurine","Chemical"
"dioxide","Chemical"
"bosom","chest"
"biddies","chicks"
"tweenie","Child"
"einzelkind","Child"
"bratty","childish"
"tots","children"
"poblano chillies","Chili Pepper"
"frig","chill"
"uyghur","Chinese"
"cigarillo","Cigar"
"partagas","Cigar"
"cirque","Circus"
"addis abeba","City"
"byzantium","City"
"venise","City"
"kaapstad","City"
"moscou","City"
"olmec","civilization"
"vise","Clamp"
"peasantry","class"
"swabbing","Cleaning"
"reinigung","Cleaning"
"sober","clear"
"obvious","clear"
"harelip","cleft lip"
"clothers","Clothing"
"cami","Clothing"
"shalwar qameez","Clothing"
"stylishclothes","Clothing"
"gasa","Clothing"
"loinclothes","Clothing"
"teflon","coating"
"virgin mojitos","Cocktail"
"nucifera","Coconut"
"pennybank","Coin Bank"
"ruff","Collar"
"bagging","collecting"
"roundups","Collection"
"polytechnic","college"
"colorgrading","Colors"
"pugnacious","combative"
"jokester","Comedian"
"reassure","comfort"
"comunicate","communicate"
"communica","Communication"
"videotelephony","Communication"
"khalsa","Community"
"commu","Community"
"ibcnordic","company"
"scania","company"
"lllc","company"
"querulous","Complaining"
"ranting","Complaining"
"multifaceted","complex"
"turing","computing"
"kafunsho","Condition"
"rate rates","Condition"
"softener","conditioner"
"chocolatier","Confectioner"
"face off","Confrontation"
"bemuse","confuse"
"baffled","confused"
"disorientated","confused"
"uncomprehending","confused"
"jumbled","confused"
"bewilderment","Confusion"
"cluelessness","Confusion"
"pinales","conifers"
"topfpflanzen","connected"
"infective","contagious"
"coffeepot","Container"
"paintpot","Container"
"ewer","Container"
"bidon","Container"
"waterpot","Container"
"entrant","Contestant"
"regulate","Control"
"simmering","Cooking"
"barbacoe","Cooking"
"replication","Copying"
"octocorallia","corals"
"mielie","Corn"
"ncov concept","Coronavirus"
"cosmetological","cosmetics"
"loas","country"
"surkey","country"
"sao tome","country"
"republic of cote divoire","country"
"libyen","country"
"fortitude","Courage"
"plucky","courageous"
"valiant","courageous"
"eyepatch","Covering"
"fissure","crack"
"makan kerupuk","crackers"
"handmaking","crafting"
"cunning","crafty"
"bonkers","crazy"
"innovate","create"
"ingenuous","creative"
"imaginativeness","Creativity"
"bassinet","Crib"
"scrunched","Crumpled"
"kubaner","cuban"
"cubical","cube"
"canoodle","cuddle"
"nosiness","Curiosity"
"courly","curly"
"thousand rupees","Currency"
"rupie","Currency"
"sever","cut"
"mown","cut"
"sidecut","cut"
"durchgeschnitten","cut"
"durchgeschnittene","cut"
"cutesy","Cute"
"kujikiri","Cutting"
"daylife","daily routine"
"danseuse","Dancer"
"whirling dervish","Dancer"
"natya","Dancing"
"diurnal","daytime"
"gamsbart","Decoration"
"bambi","Deer"
"mazama","Deer"
"fends","defend"
"vighnaharta","deity"
"inti","deity"
"quetzalcoatl","deity"
"jalakantesvara","deity"
"ixchel","deity"
"dainty","delicate"
"sedap","delicious"
"prove","demonstrate"
"buccodental","dental"
"poradaha mela","dental care"
"prosthodontist","Dentist"
"prosthodontics","dentistry"
"periodontics","dentistry"
"anti-perspirant","Deodorant"
"fovea","depression"
"planen","Design"
"style styled","Design"
"retrofuturistic","Design"
"timezone","designer"
"lasciviousness","Desire"
"sherbet","dessert"
"willpower","Determination"
"remove toxins","Detox"
"noisemaker","device"
"gripper","device"
"tensiometres","device"
"iwatch","device"
"invisaligner","device"
"isolator","device"
"ionizer","device"
"face bow","device"
"face scraper","device"
"infuser","device"
"lithotripter","device"
"waterwheel","device"
"retainers","devices"
"autodiagnostic","diagnostic"
"paleo","diet"
"paperless","digital"
"quandary","dilemma"
"dinnertime","Dinner"
"schmutzig","Dirty"
"disillusionment","Disappointment"
"zoster","disease"
"periodontosis","disease"
"neurodegenerative","disease"
"squeamishness","Disgust"
"jora","dish"
"chiles rellenos","dish"
